forward_num_points,forward_num_two_percent_dist,forward_num_two_percent_dist_percent,forward_num_five_percent_dist,forward_num_five_percent_dist_percent,forward_accuracy,forward_meets_requirement,backward_num_points,backward_num_two_percent_dist,backward_num_two_percent_dist_percent,backward_num_five_percent_dist,backward_num_five_percent_dist_percent,backward_accuracy,total_num_points,total_num_two_percent_dist,total_num_two_percent_dist_percent,total_num_five_percent_dist,total_num_five_percent_dist_percent,total_accuracy,total_time
2319,68,2.932298404484692,54,2.3285899094437257,97.12807244501941,0,24901,21999,88.34584956427453,17654,70.89675113449259,13.399060278703658,27220,22067,81.06906686260102,17708,65.05510653930932,20.532329169728143,29.128235340118408
,,,,,,,,,,,,,,,,,,,
2319,68,2.932298404484692,54,2.3285899094437257,97.12807244501941,0,24901,21999,88.34584956427453,17654,70.89675113449259,13.399060278703658,27220,22067,81.06906686260102,17708,65.05510653930932,20.532329169728143,29.128235340118408
2319.0,68.0,2.932298404484692,54.0,2.3285899094437257,97.12807244501941,0.0,24901.0,21999.0,88.34584956427453,17654.0,70.89675113449259,13.399060278703658,27220.0,22067.0,81.06906686260102,17708.0,65.05510653930932,20.532329169728143,29.128235340118408
2319.0,68.0,2.932298404484692,54.0,2.3285899094437257,97.12807244501941,0.0,24901.0,21999.0,88.34584956427453,17654.0,70.89675113449259,13.399060278703658,27220.0,22067.0,81.06906686260102,17708.0,65.05510653930932,20.532329169728143,29.128235340118408
